show_id,title,date_added,release_year,duration,description,tipo_id,rating_id
s366,Eyes of a Thief,2021-07-30,2014,103,"After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago.",0,1
s375,Flower Girl,2021-07-29,2013,94,"When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor.",0,5
s378,Bartkowiak,2021-07-28,2021,92,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.",0,0
s381,The Flash,2021-07-28,2021,7,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.,1,1
s384,Department,2021-07-27,2012,143,"Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light.",0,0
s390,The Operative,2021-07-27,2019,117,"Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on.",0,0
s393,Django Unchained,2021-07-24,2012,165,"Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.",0,4
s394,A Second Chance:  Rivals!,2021-07-23,2021,91,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.",0,3
s403,The Last Letter From Your Lover,2021-07-23,2021,111,"After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.",0,0
s411,Chhota Bheem And The Broken Amulet,2021-07-22,2013,64,"When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.",0,7
s416,Chhota Bheem aur Krishna,2021-07-22,2009,68,"Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. It’s up to Bheem to save Dholakpur from being taken over!",0,7
s427,Cousins,2021-07-22,2021,99,"Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other.",0,0
s430,Sanitation Day,2021-07-21,2020,105,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,0,1
s434,Milkwater,2021-07-20,2020,102,Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.,0,0
s437,The Tambour of Retribution,2021-07-19,2021,91,"In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.",0,1
s438,Cosmic Sin,2021-07-17,2021,88,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",0,4
s440,Deep,2021-07-16,2021,101,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.,0,0
s446,The Beguiled,2021-07-16,2017,94,"During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.",0,4
s447,The Book of Henry,2021-07-16,2017,105,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",0,2
s448,The Twilight Saga: Breaking Dawn: Part 1,2021-07-16,2011,117,"After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.",0,2
s449,The Twilight Saga: Breaking Dawn: Part 2,2021-07-16,2012,115,"In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi.",0,2
s450,The Twilight Saga: Eclipse,2021-07-16,2010,124,"With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.",0,2
s451,The Twilight Saga: New Moon,2021-07-16,2009,131,"Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black.",0,2
s452,Twilight,2021-07-16,2008,122,"When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire.",0,2
s453,A Perfect Fit,2021-07-15,2021,113,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",0,5
s461,Surf's Up,2021-07-15,2007,86,This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.,0,3
s464,A Classic Horror Story,2021-07-14,2021,95,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.",0,0
s470,American Woman,2021-07-13,2019,87,"In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears.",0,0
s475,American Ultra,2021-07-10,2015,96,"He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.",0,4
s487,Ratchet and Clank,2021-07-09,2016,94,Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.,0,3
s490,Back to Q82,2021-07-08,2017,104,"Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",0,1
s492,Home Again,2021-07-08,2017,97,"A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.",0,2
s493,Midnight Sun,2021-07-08,2018,91,"Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.",0,2
s495,Rock the Kasbah,2021-07-08,2015,106,"When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",0,4
s497,Brick Mansions,2021-07-07,2014,90,An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,0,2
s503,Tango With Me,2021-07-07,2010,104,A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.,0,1
s504,The Mire,2021-07-07,2021,2,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",1,0
s507,This Little Love Of Mine,2021-07-07,2021,92,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,0,8
s509,A Land Imagined,2021-07-06,2019,95,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,0,0
s519,Har Kisse Ke Hisse: Kaamyaab,2021-07-06,2020,105,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.",0,1
s529,Rehmataan,2021-07-06,2012,116,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",0,1
s530,Return of the Prodigal Son,2021-07-06,1976,124,"Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations.",0,0
s532,Rise: Ini Kalilah,2021-07-06,2018,101,"Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.",0,5
s535,Si Doel the Movie 2,2021-07-06,2019,95,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",0,8
s542,Truckbhar Swapna,2021-07-06,2018,128,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.,0,1
s543,Ujala,2021-07-06,1959,143,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",0,1
s552,Haseen Dillruba,2021-07-02,2021,136,"Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",0,0
s555,RattleSnake - The Ahanna Story,2021-07-02,2020,136,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",0,0
s556,Snowpiercer,2021-07-02,2013,126,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,0,4
s557,The 8th Night,2021-07-02,2021,116,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",0,1
s558,Winchester,2021-07-02,2018,100,The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.,0,2
s559,6 Bullets,2021-07-01,2012,115,A former mercenary is lured back into the dangerous business of finding missing children when the daughter of a mixed martial arts champ is kidnapped.,0,4
s560,Air Force One,2021-07-01,1997,125,"When terrorists hijack Air Force One with the president and his family on board, the commander-in-chief takes matters into his own well-trained hands.",0,4
s562,Austin Powers in Goldmember,2021-07-01,2002,94,"The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember.",0,2
